,gene_1,gene_2,HG_pval,TP,TN,q_value,HG_rank,CCS,MGD,CCS_rank,rank,Plot
623,CTNNB1,RFXANK,5.457859494451482e-20,0.51,0.915,5.936938272297779e-18,36,0.9154092370638028,0.18340923706380285,278,41,1.0
375,CEBPB,POU2F2,1.0455453901403176e-23,0.38,0.985,1.7059815615789513e-21,24,0.8898343449009235,0.17983434490092354,291,42,1.0
3497,ERG_negation,SEC14L2_negation,7.53331504229549e-09,0.28,0.94,1.7251731991595988e-07,171,1.129831114307453,0.2238311143074531,154,43,1.0
2540,RFXANK,SMAD4,8.60862109099754e-12,0.39,0.91,3.092785338747373e-10,109,1.020433628530684,0.20443362853068414,216,44,0.0
293,BCL6,RFXANK,5.691300623206954e-06,0.14,0.98,6.921469950459141e-05,322,1.4804558293014645,0.2964558293014644,4,45,0.0
362,CEBPB,HES1,3.1007102311276006e-08,0.13,0.995,6.390726981629307e-07,189,1.1701783044243441,0.23617830442434412,138,46,0.0
370,CEBPB,KLF4,1.1388473341256074e-14,0.3,0.9725,6.463371247008519e-13,69,0.9323567653720325,0.18835676537203255,263,47,1.0
2579,RFXANK,STAT1_negation,3.692618944410965e-08,0.29,0.9275,7.415536300673507e-07,195,1.172883594671605,0.2348835946716048,137,48,0.0
1585,HDAC3,RFXANK,4.987779523711415e-07,0.23,0.9475,7.720215262788103e-06,253,1.2930151497042246,0.2590151497042245,88,49,0.0
2563,RFXANK,FOS_negation,2.087688453417062e-17,0.5,0.9,1.8167528852402697e-15,45,0.8802713493531664,0.1762713493531665,296,50,0.0
2554,RFXANK,BRPF1_negation,5.068203685000571e-06,0.18,0.9625,6.302666943791079e-05,312,1.3879374125797674,0.2779374125797675,29,51,0.0
390,CEBPB,ATF1_negation,5.289611787625415e-10,0.2,0.9825,1.3996026865095356e-08,148,1.0626481860321468,0.21464818603214686,194,52,1.0
3487,ERG_negation,HDAC9_negation,2.4879380416945426e-06,0.17,0.97,3.348029337208188e-05,291,1.3295410849075546,0.26354108490755457,59,53,1.0
2560,RFXANK,ERG_negation,3.9892482027786483e-19,0.53,0.8975,4.11102525317926e-17,38,0.8429021433186187,0.16890214331861866,314,54,0.0
2544,RFXANK,STAT5A,5.102005672067855e-06,0.19,0.9575,6.302666943791079e-05,317,1.3629329594433193,0.27293295944331936,41,55,0.0
406,CEBPB,HDAC1_negation,3.17170134142377e-12,0.27,0.97,1.194267543559181e-10,104,0.9548360904147793,0.19283609041477948,256,56,1.0
408,CEBPB,HOXA10_negation,2.5512211411957726e-18,0.38,0.9625,2.3787099973625345e-16,42,0.8221214224324336,0.1661214224324337,320,57,1.0
3576,FOS_negation,RBMX_negation,2.8334671056562053e-07,0.23,0.95,4.803401379112424e-06,231,1.1859262321456692,0.2359262321456691,133,58,1.0
1448,GABPB2,RFXANK,1.4227267383148321e-05,0.15,0.9725,0.00015606156602915636,355,1.4480926634491607,0.2900926634491606,11,59,0.0
2485,PPARG,RFXANK,1.4227267383148321e-05,0.15,0.9725,0.00015606156602915636,357,1.447996735084923,0.2899967350849231,12,60,0.0
703,DDIT3,RFXANK,1.4227267383148321e-05,0.15,0.9725,0.00015606156602915636,356,1.4478495608306061,0.289849560830606,13,61,0.0
3436,CREM_negation,RBMX_negation,8.930806471550899e-07,0.2,0.96,1.32473629328005e-05,264,1.245134820315616,0.24713482031561584,107,62,1.0
348,CEBPB,CTNNB1,2.0846843252346605e-17,0.38,0.9575,1.8167528852402697e-15,44,0.807059085880543,0.16305908588054313,327,63,1.0
356,CEBPB,ETS2,2.422868543229957e-10,0.24,0.97,7.1878433449155384e-09,132,0.9850838062146389,0.199083806214639,240,64,1.0
368,CEBPB,IRF1,1.492131400677763e-13,0.31,0.9625,7.039983813318216e-12,83,0.8922058075942308,0.18020580759423094,290,65,0.0
358,CEBPB,FOSL2,5.997189788903428e-08,0.16,0.985,1.1456095226022352e-06,205,1.109958897642563,0.22395889764256294,168,66,0.0
122,ATF5,RFXANK,3.883865279962426e-08,0.32,0.91,7.75980430425146e-07,196,1.0904732589484785,0.2184732589484785,178,67,0.0
383,CEBPB,STAT1,4.067789995275771e-08,0.17,0.9825,7.847027399753654e-07,197,1.0926010145845275,0.22060101458452772,177,68,0.0
3223,ATM_negation,FOS_negation,4.722548154342893e-07,0.24,0.9425,7.487246385589786e-06,247,1.1957297811574485,0.2397297811574486,129,69,1.0
542,CREM,RFXANK,2.015045862055524e-05,0.13,0.98,0.00020711075054617934,381,1.4905639103000348,0.29856391030003493,2,70,0.0
392,CEBPB,ATM_negation,3.3962047845834304e-10,0.25,0.965,9.70769192440052e-09,137,0.9597009087499387,0.19370090874993878,252,71,0.0
393,CEBPB,BCL6_negation,4.885791095849888e-07,0.13,0.99,7.5923642584714925e-06,248,1.1551218480098409,0.23312184800984087,142,72,0.0
395,CEBPB,CDX2_negation,1.1095761639159435e-10,0.27,0.96,3.448492268170504e-09,126,0.9249403878898655,0.18694038788986558,267,73,0.0
400,CEBPB,ERG_negation,7.704878264025724e-17,0.39,0.95,5.9161378984166145e-15,51,0.7753228083735889,0.15732280837358895,356,74,0.0
90,ATF5,CEBPB,3.443929413240607e-11,0.29,0.955,1.14291759171612e-09,118,0.8894440680280518,0.1794440680280518,292,75,1.0
372,CEBPB,MYC,3.2758783499702226e-08,0.21,0.9675,6.612546195094532e-07,193,1.0077668205304806,0.20376682053048062,220,76,0.0
2575,RFXANK,RBMX_negation,1.0257355979217373e-15,0.52,0.8725,6.584886231904136e-14,61,0.7778496906535275,0.15584969065352752,353,77,0.0
2546,RFXANK,TP53,1.3511996992790617e-05,0.2,0.9475,0.0001494716955473674,354,1.3229297146586791,0.2649297146586792,62,78,0.0
483,CEBPD,ERG_negation,2.425263786698119e-05,0.14,0.975,0.0002447766234203565,388,1.3742372312061086,0.27223723120610854,35,79,0.0
373,CEBPB,PARP1,6.485111904639456e-07,0.15,0.9825,9.805288887478035e-06,258,1.1124268997087974,0.22442689970879723,167,80,0.0
2547,RFXANK,USF1,2.7575334945114433e-05,0.16,0.965,0.0002686194319529058,402,1.4153198195555996,0.2833198195555998,24,81,0.0
363,CEBPB,HIF1A,6.874030403009971e-08,0.21,0.965,1.2941684162589926e-06,206,0.9995510991428743,0.20155109914287436,223,82,0.0
2583,RFXANK,TWIST2_negation,4.47263612987788e-06,0.25,0.925,5.723804929608423e-05,306,1.2055092643108485,0.24150926431084843,123,83,0.0
963,ELK1,FOS_negation,1.5791674611062628e-05,0.17,0.9625,0.0001657914149515315,372,1.3260917766061828,0.2660917766061829,60,84,1.0
2559,RFXANK,ELL_negation,4.593352037670401e-05,0.14,0.9725,0.0004192905962591443,428,1.4578552223188623,0.29185522231886235,7,85,0.0
2866,STAT1,RBMX_negation,4.835838622388407e-05,0.09,0.9925,0.0004343381661759863,435,1.4531054115870163,0.2891054115870163,10,86,0.0
